,Supermere_2D_S7,Supermere_2D_S8,Supermere_2D_S9,Supermere_3D_S16,Supermere_3D_S17,Supermere_3D_S18,Supermere_FPLC_S23,Supermere_FPLC_S24,Supermere_FPLC_S25,Supermere_FPLC_S26,S1_DiFi_FPLC_2uL,S2_DiFi_His_2uL,S3_CCCR_FPLC_2uL,S4_CCCR_His_2uL
EIF5A,3.20798235977364,3.43688942971458,3.34683393700941,3.15354276915406,3.33778484391684,3.0089353083393,3.23160448319078,3.45311269080306,3.37417170152042,0.970107555577958,3.38818285510002,2.85791276130325,2.96280221005881,1.36536450103624
FNTA,2.10307100065347,1.88000441901047,2.37018113537312,3.15354276915406,2.6929426969253,3.33111788635302,3.35507721763994,2.87441215271289,3.11525809989854,2.5347920257034,4.31758648745847,3.61463715409214,3.3943653313673,2.05409420013722
DSC2,3.98486564326738,3.84837850740358,3.34683393700941,3.44267489234056,3.78185524220778,3.17900169483812,3.09656686713733,3.56762411237549,3.25051537152042,0.970107555577958,3.15244730840954,1.16988102890304,1.89473910179792,2.05409420013722
PAIP1,2.92456714260332,2.85899769615491,2.37018113537312,2.98387517596422,3.20154998803994,3.33111788635302,2.94757194825516,3.04225285179898,3.11525809989854,0.970107555577958,3.59075491016882,3.88256926416918,2.96280221005881,2.51834436472457
SUPT16H,3.73994096057909,3.43688942971458,3.56585998587379,0.990807894861643,1.90039543102159,1.59177536882786,2.78139836589901,2.68444247498666,2.61122754728392,2.7557250512015,3.38818285510002,2.58489654140964,3.8671785171225,4.62329400757067
PRDX3,3.07322314924793,3.43688942971458,3.92392931468173,2.569609625994,2.6929426969253,2.00766221893124,2.78139836589901,2.68444247498666,2.61122754728392,2.5347920257034,3.15244730840954,2.58489654140964,3.5697570737608,2.86901391440014
DNASE2,2.57151760075562,2.45099647857302,3.22344120934214,1.98618978584291,2.6929426969253,2.59347357073696,3.09656686713733,3.04225285179898,2.96599568467055,3.26766758549116,3.38818285510002,3.28533118563263,2.96280221005881,2.86901391440014
PTPN11,3.07322314924793,3.55127575438274,3.34683393700941,2.569609625994,1.90039543102159,2.59347357073696,3.35507721763994,3.56762411237549,3.4880608548379,2.7557250512015,3.59075491016882,2.24786502574996,2.96280221005881,1.36536450103624
ACTC1,2.92456714260332,2.19356649367957,1.80819401344782,2.30719248234867,2.88310498825785,2.3300996844005,0.879166244871832,2.20754373973101,1.82989696810661,0.970107555577958,4.62497109130796,5.26670944509818,5.28760753853767,4.79696315513653
PCBP1,3.73994096057909,4.30490036632992,4.14406608441303,2.569609625994,2.6929426969253,3.33111788635302,2.94757194825516,3.45311269080306,3.37417170152042,0.970107555577958,2.87052274241237,2.58489654140964,1.89473910179792,1.36536450103624
TP53I3,2.10307100065347,1.88000441901047,0.875003141627423,2.98387517596422,2.6929426969253,2.59347357073696,2.94757194825516,3.45311269080306,3.37417170152042,3.85058071257757,3.38818285510002,3.28533118563263,2.68640964602462,3.92483407018895
PVR,2.10307100065347,2.66937237058984,2.37018113537312,2.79156098401869,2.6929426969253,2.81610842924801,3.09656686713733,2.68444247498666,2.79948922561929,2.7557250512015,3.15244730840954,2.85791276130325,3.5697570737608,3.58915210607507
LAMP1,2.10307100065347,2.66937237058984,1.41577173093038,3.88968434814537,3.57683896563117,3.59432192266927,3.09656686713733,3.04225285179898,3.11525809989854,3.85058071257757,3.15244730840954,1.16988102890304,2.68640964602462,2.51834436472457
UBE2N,2.92456714260332,2.85899769615491,3.34683393700941,1.98618978584291,2.88310498825785,2.3300996844005,3.57422946304155,3.67371097637403,3.69196718812032,1.95492581589961,3.76835394492991,1.80729838568951,2.96280221005881,2.05409420013722
PLA2G15,2.35622457757371,2.19356649367957,2.58594139324158,1.98618978584291,2.21543219554927,2.59347357073696,2.78139836589901,3.04225285179898,2.96599568467055,3.52967766840395,2.87052274241237,2.85791276130325,3.5697570737608,4.19696541262012
TSNAX,2.10307100065347,2.66937237058984,1.41577173093038,2.569609625994,2.47385402523252,3.0089353083393,2.78139836589901,2.87441215271289,2.96599568467055,3.64476072173517,4.31758648745847,3.75481421385341,2.34420950104055,2.51834436472457
POFUT1,2.10307100065347,2.66937237058984,3.34683393700941,2.30719248234867,2.88310498825785,2.59347357073696,3.09656686713733,3.04225285179898,2.96599568467055,2.94727461263241,3.15244730840954,3.4593596628752,2.68640964602462,2.05409420013722
SERPINF1,3.07322314924793,3.1766874906299,1.41577173093038,2.79156098401869,1.90039543102159,1.59177536882786,3.09656686713733,2.68444247498666,2.39465901808086,3.40461247780794,4.19861812597937,1.16988102890304,4.74557073913876,3.58915210607507
EPHB3,2.10307100065347,2.66937237058984,1.41577173093038,3.15354276915406,3.20154998803994,3.33111788635302,3.46881062925699,2.87441215271289,2.96599568467055,3.75133798498403,3.38818285510002,3.08739300188541,1.23834274816209,2.51834436472457
AHSA1,2.10307100065347,2.19356649367957,3.46049946846037,1.98618978584291,1.49677083244156,2.81610842924801,3.85089865728927,3.1925863325403,3.4880608548379,3.26766758549116,2.87052274241237,2.85791276130325,2.96280221005881,2.51834436472457
MAT2A,2.75881510914874,3.02656962360087,3.34683393700941,2.79156098401869,2.6929426969253,2.81610842924801,2.37755694803547,2.87441215271289,2.39465901808086,1.54496666834525,3.15244730840954,3.28533118563263,3.3943653313673,2.51834436472457
PURB,2.35622457757371,2.45099647857302,2.58594139324158,2.79156098401869,2.88310498825785,3.0089353083393,3.09656686713733,3.32872237087975,3.37417170152042,2.27379829704961,3.38818285510002,2.85791276130325,3.19466101030515,1.36536450103624
REXO2,2.57151760075562,2.19356649367957,1.80819401344782,2.79156098401869,2.6929426969253,2.81610842924801,2.37755694803547,2.20754373973101,2.61122754728392,2.7557250512015,3.59075491016882,2.85791276130325,3.5697570737608,4.06730666883819
CACYBP,3.55000735441012,3.55127575438274,3.08849929500469,2.98387517596422,3.46225764988683,3.0089353083393,2.5935622517618,2.87441215271289,2.79948922561929,3.11634697017422,2.05542144898087,1.80729838568951,1.89473910179792,2.05409420013722
RPLP0,4.48706763888571,3.93521424962126,3.84239492811885,4.07011113047582,3.68298581076959,3.70986437727204,0,2.46560955367675,2.39465901808086,0.970107555577958,2.51978738675437,2.58489654140964,2.68640964602462,1.36536450103624
PGLS,1.40496558913105,2.66937237058984,2.77359226354915,0,1.49677083244156,0,3.23160448319078,3.45311269080306,3.4880608548379,3.75133798498403,3.92646700946729,4.10844989385587,3.72611869406106,4.62329400757067
CREG1,1.40496558913105,0.921121929377462,2.93962089333755,2.30719248234867,1.90039543102159,2.3300996844005,3.09656686713733,3.32872237087975,2.96599568467055,3.75133798498403,3.15244730840954,3.08739300188541,3.3943653313673,3.92483407018895
PSMA7,1.40496558913105,1.47880337355778,1.41577173093038,2.98387517596422,3.05109597513279,3.33111788635302,3.67246702586082,3.9519167873388,3.69196718812032,4.11293134642858,2.87052274241237,2.58489654140964,1.89473910179792,2.05409420013722
PSMA4,1.40496558913105,1.47880337355778,0,3.68342366980374,3.33778484391684,3.46871393829317,3.46881062925699,3.77252837041976,3.59361346823549,3.40461247780794,2.87052274241237,3.08739300188541,1.23834274816209,3.58915210607507
PSMA6,0.867151073132142,1.47880337355778,0.875003141627423,2.569609625994,3.05109597513279,3.17900169483812,3.93246795663345,3.77252837041976,3.25051537152042,4.03067032928669,3.15244730840954,2.85791276130325,2.34420950104055,2.86901391440014
SEC23A,4.12772790829279,3.55127575438274,3.84239492811885,2.30719248234867,0.934366796607263,1.59177536882786,2.94757194825516,2.20754373973101,2.39465901808086,1.54496666834525,3.38818285510002,4.10844989385587,3.72611869406106,1.36536450103624
PAFAH1B3,3.20798235977364,3.43688942971458,3.56585998587379,2.30719248234867,3.20154998803994,3.17900169483812,2.37755694803547,3.1925863325403,2.96599568467055,0,2.05542144898087,3.28533118563263,3.19466101030515,2.05409420013722
SNRPD1,3.20798235977364,3.43688942971458,3.664046907934,2.79156098401869,2.6929426969253,3.0089353083393,1.81472927128529,1.89303659490406,2.13973876531186,2.27379829704961,3.15244730840954,2.85791276130325,1.89473910179792,3.1508960348579
ERAP2,0.867151073132142,0,0.875003141627423,3.88968434814537,3.57683896563117,3.81683549642601,4.21921132336547,3.9519167873388,3.95223993047539,4.46582470286975,2.05542144898087,3.61463715409214,1.23834274816209,1.36536450103624
AGA,1.40496558913105,1.47880337355778,2.11638083409208,3.15354276915406,3.05109597513279,2.00766221893124,2.78139836589901,3.1925863325403,3.11525809989854,3.75133798498403,3.38818285510002,2.58489654140964,2.96280221005881,2.86901391440014
PGM3,3.07322314924793,3.31264672194125,3.22344120934214,2.30719248234867,2.21543219554927,2.59347357073696,1.42149211361405,1.49028314427186,1.43478097641253,0.970107555577958,3.59075491016882,4.9541197121943,3.99566630003699,3.1508960348579
CEACAM1,1.79583841036722,2.66937237058984,1.80819401344782,3.15354276915406,2.47385402523252,3.0089353083393,2.94757194825516,3.1925863325403,3.25051537152042,3.64476072173517,3.38818285510002,1.80729838568951,2.34420950104055,2.05409420013722
RNASE1,4.05806441314603,4.09462213849059,4.0743538223847,2.30719248234867,2.21543219554927,2.00766221893124,2.5935622517618,2.20754373973101,2.79948922561929,3.26766758549116,2.87052274241237,2.24786502574996,1.23834274816209,1.36536450103624
GALNT1,0,0,0.875003141627423,2.98387517596422,2.6929426969253,3.0089353083393,3.23160448319078,3.04225285179898,3.4880608548379,3.52967766840395,3.59075491016882,3.61463715409214,3.19466101030515,3.766734328091
CTSH,4.97682740360042,4.97186392020649,5.06722873321958,0.990807894861643,0,1.59177536882786,0.879166244871832,0.929579341525162,1.43478097641253,1.54496666834525,3.76835394492991,3.28533118563263,3.8671785171225,3.58915210607507
KLK1,1.40496558913105,2.19356649367957,2.11638083409208,2.30719248234867,2.21543219554927,2.3300996844005,2.78139836589901,2.87441215271289,2.79948922561929,3.26766758549116,4.19861812597937,3.61463715409214,1.89473910179792,2.86901391440014
CPPED1,1.79583841036722,2.85899769615491,2.58594139324158,1.98618978584291,1.90039543102159,2.3300996844005,2.5935622517618,2.46560955367675,2.61122754728392,2.5347920257034,3.15244730840954,3.4593596628752,3.3943653313673,3.1508960348579
PRMT1,3.90775351066966,4.01711875952416,4.0743538223847,1.98618978584291,2.21543219554927,2.59347357073696,2.37755694803547,2.46560955367675,2.61122754728392,0,1.36643426858247,3.08739300188541,2.96280221005881,2.86901391440014
MSLN,2.10307100065347,3.02656962360087,0,1.57269329934315,2.21543219554927,0,2.37755694803547,3.32872237087975,2.79948922561929,0,3.59075491016882,4.20937849266566,5.51903953873122,5.68496601973484
HNRNPA2B1,3.8262858305465,3.55127575438274,4.14406608441303,0.990807894861643,1.49677083244156,2.00766221893124,3.09656686713733,4.03388539871782,3.69196718812032,2.27379829704961,1.36643426858247,1.80729838568951,2.68640964602462,1.36536450103624
PSMB1,1.79583841036722,0.921121929377462,0,3.15354276915406,3.33778484391684,3.0089353083393,3.67246702586082,4.03388539871782,3.37417170152042,4.26459243231498,2.05542144898087,2.24786502574996,1.89473910179792,2.51834436472457
EFHD2,0.867151073132142,1.88000441901047,1.80819401344782,2.30719248234867,2.21543219554927,2.59347357073696,2.94757194825516,3.56762411237549,2.96599568467055,3.11634697017422,3.59075491016882,3.08739300188541,1.89473910179792,3.38660193243663
QSOX2,3.33122231971088,3.1766874906299,3.22344120934214,2.30719248234867,2.47385402523252,2.00766221893124,1.81472927128529,1.89303659490406,1.82989696810661,2.27379829704961,2.51978738675437,2.24786502574996,3.3943653313673,3.58915210607507
PSMA2,1.40496558913105,1.88000441901047,0,2.98387517596422,3.20154998803994,3.0089353083393,3.46881062925699,3.77252837041976,3.25051537152042,4.03067032928669,2.87052274241237,2.24786502574996,1.89473910179792,2.05409420013722
AP2B1,4.43305513104473,4.70157368473307,4.83402340796427,1.57269329934315,0.934366796607263,2.00766221893124,2.12341726605266,2.20754373973101,2.39465901808086,1.95492581589961,2.51978738675437,1.80729838568951,3.19466101030515,1.36536450103624
ANXA3,2.35622457757371,2.66937237058984,0.875003141627423,1.57269329934315,1.90039543102159,1.00511266488158,3.46881062925699,3.1925863325403,3.25051537152042,3.64476072173517,4.19861812597937,2.24786502574996,3.3943653313673,2.05409420013722
NCR3LG1,3.07322314924793,3.02656962360087,2.58594139324158,2.569609625994,2.21543219554927,2.3300996844005,2.78139836589901,2.87441215271289,2.79948922561929,2.27379829704961,2.51978738675437,2.24786502574996,1.89473910179792,2.51834436472457
ARPC4,3.44475821908342,3.31264672194125,3.46049946846037,2.30719248234867,2.47385402523252,2.3300996844005,3.09656686713733,2.46560955367675,3.25051537152042,0.970107555577958,2.05542144898087,2.58489654140964,1.89473910179792,2.05409420013722
MDK,3.64809754388623,3.31264672194125,3.22344120934214,2.30719248234867,1.90039543102159,2.3300996844005,1.81472927128529,1.89303659490406,1.43478097641253,1.54496666834525,3.59075491016882,2.24786502574996,3.19466101030515,3.1508960348579
FKBP10,2.10307100065347,2.19356649367957,2.37018113537312,2.98387517596422,2.88310498825785,2.81610842924801,2.5935622517618,2.87441215271289,2.96599568467055,3.52967766840395,2.51978738675437,3.08739300188541,1.23834274816209,1.36536450103624
SUB1,3.20798235977364,3.43688942971458,3.22344120934214,2.569609625994,2.88310498825785,2.3300996844005,1.81472927128529,2.20754373973101,2.61122754728392,2.27379829704961,2.87052274241237,2.24786502574996,1.23834274816209,2.51834436472457
CSTF3,3.64809754388623,3.43688942971458,3.46049946846037,2.30719248234867,1.49677083244156,1.59177536882786,2.12341726605266,1.49028314427186,2.13973876531186,1.54496666834525,2.87052274241237,3.08739300188541,2.68640964602462,3.38660193243663
RARS1,3.73994096057909,3.93521424962126,3.92392931468173,1.98618978584291,1.90039543102159,2.00766221893124,0.879166244871832,2.46560955367675,2.13973876531186,0,2.05542144898087,4.10844989385587,3.19466101030515,2.86901391440014
EIF4G2,1.79583841036722,1.88000441901047,0.875003141627423,2.569609625994,2.21543219554927,2.00766221893124,3.23160448319078,3.1925863325403,3.4880608548379,3.52967766840395,3.15244730840954,3.4593596628752,2.34420950104055,1.36536450103624
RPL10A,3.98486564326738,3.93521424962126,4.0743538223847,2.79156098401869,2.6929426969253,2.3300996844005,1.81472927128529,2.46560955367675,1.82989696810661,0,1.36643426858247,2.58489654140964,2.68640964602462,2.51834436472457
RAN,3.55000735441012,3.31264672194125,3.22344120934214,3.15354276915406,2.21543219554927,2.59347357073696,2.5935622517618,2.46560955367675,2.79948922561929,1.54496666834525,1.36643426858247,2.24786502574996,1.89473910179792,2.05409420013722
EXT1,4.31855680513265,4.30490036632992,3.664046907934,1.57269329934315,0.934366796607263,2.59347357073696,1.81472927128529,1.89303659490406,2.13973876531186,3.11634697017422,2.51978738675437,3.4593596628752,1.23834274816209,1.36536450103624
SERPINE2,6.08212015817514,6.12528371773725,5.38772757784909,2.30719248234867,0.934366796607263,2.81610842924801,0.879166244871832,0,0.888854750653448,1.54496666834525,2.05542144898087,2.58489654140964,1.23834274816209,2.05409420013722
GLG1,4.31855680513265,4.59891716394691,4.50362313182852,1.57269329934315,0.934366796607263,1.59177536882786,1.81472927128529,1.49028314427186,1.82989696810661,2.7557250512015,1.36643426858247,1.80729838568951,2.68640964602462,3.58915210607507
ARPC1B,2.75881510914874,2.85899769615491,2.58594139324158,2.79156098401869,2.6929426969253,3.0089353083393,1.81472927128529,2.20754373973101,2.79948922561929,1.95492581589961,2.05542144898087,3.61463715409214,2.34420950104055,1.36536450103624
ADPRS,1.79583841036722,1.88000441901047,2.93962089333755,1.98618978584291,1.90039543102159,2.00766221893124,2.12341726605266,2.20754373973101,2.13973876531186,2.5347920257034,2.51978738675437,3.75481421385341,3.3943653313673,3.58915210607507
GALNT10,3.33122231971088,3.1766874906299,2.11638083409208,0,0,1.00511266488158,1.81472927128529,2.20754373973101,1.82989696810661,2.7557250512015,3.15244730840954,3.61463715409214,4.41880416591194,5.33665304468102
G3BP1,2.75881510914874,2.85899769615491,2.93962089333755,2.30719248234867,1.90039543102159,2.00766221893124,1.81472927128529,2.68444247498666,2.39465901808086,2.27379829704961,1.36643426858247,3.28533118563263,2.96280221005881,2.86901391440014
TWF2,1.79583841036722,2.45099647857302,2.11638083409208,1.57269329934315,1.90039543102159,2.00766221893124,2.5935622517618,2.68444247498666,2.61122754728392,2.5347920257034,3.15244730840954,2.58489654140964,3.19466101030515,3.1508960348579
ADD1,2.57151760075562,2.66937237058984,2.93962089333755,2.30719248234867,3.05109597513279,2.59347357073696,2.37755694803547,2.68444247498666,2.79948922561929,1.54496666834525,2.05542144898087,3.4593596628752,1.89473910179792,1.36536450103624
NHLRC3,3.64809754388623,4.01711875952416,3.46049946846037,0,2.21543219554927,2.3300996844005,2.12341726605266,2.68444247498666,2.61122754728392,3.11634697017422,2.87052274241237,2.58489654140964,1.23834274816209,1.36536450103624
AP1G1,4.25770925331244,4.09462213849059,4.21056448999441,0.990807894861643,0.934366796607263,1.00511266488158,1.42149211361405,1.49028314427186,2.13973876531186,2.27379829704961,3.38818285510002,4.10844989385587,1.89473910179792,2.05409420013722
PURA,2.10307100065347,2.19356649367957,1.80819401344782,2.98387517596422,2.88310498825785,3.0089353083393,2.5935622517618,2.68444247498666,2.61122754728392,2.7557250512015,1.36643426858247,2.24786502574996,2.96280221005881,2.05409420013722
GNPTG,2.57151760075562,2.85899769615491,2.58594139324158,2.30719248234867,1.90039543102159,2.3300996844005,2.12341726605266,2.46560955367675,2.39465901808086,2.27379829704961,2.51978738675437,1.16988102890304,3.5697570737608,3.1508960348579
THUMPD1,2.10307100065347,2.19356649367957,2.37018113537312,2.30719248234867,2.21543219554927,2.00766221893124,1.81472927128529,1.89303659490406,1.82989696810661,1.54496666834525,3.59075491016882,3.61463715409214,3.19466101030515,3.38660193243663
ERBB2,2.57151760075562,2.66937237058984,0.875003141627423,2.98387517596422,2.6929426969253,2.81610842924801,1.81472927128529,2.46560955367675,2.61122754728392,3.40461247780794,2.05542144898087,2.24786502574996,1.89473910179792,2.86901391440014
MAPRE1,2.35622457757371,2.85899769615491,2.58594139324158,1.57269329934315,2.47385402523252,2.3300996844005,2.37755694803547,2.68444247498666,2.61122754728392,2.7557250512015,2.05542144898087,1.16988102890304,3.19466101030515,2.86901391440014
PCBD1,2.10307100065347,2.66937237058984,2.37018113537312,1.98618978584291,2.47385402523252,2.00766221893124,2.78139836589901,2.20754373973101,2.39465901808086,2.94727461263241,2.51978738675437,1.16988102890304,3.3943653313673,2.86901391440014
SEC23B,3.20798235977364,3.31264672194125,3.22344120934214,1.57269329934315,0.934366796607263,1.00511266488158,1.81472927128529,2.20754373973101,2.39465901808086,1.95492581589961,2.05542144898087,3.88256926416918,3.99566630003699,2.05409420013722
CRYZ,2.75881510914874,2.85899769615491,2.93962089333755,2.30719248234867,1.90039543102159,1.59177536882786,0.879166244871832,1.89303659490406,1.43478097641253,0,3.38818285510002,3.61463715409214,4.22269306995326,3.766734328091
UBE2V1,2.10307100065347,1.88000441901047,2.58594139324158,2.30719248234867,1.49677083244156,2.59347357073696,3.23160448319078,2.87441215271289,3.37417170152042,3.11634697017422,2.87052274241237,1.16988102890304,1.89473910179792,2.05409420013722
TXNRD2,0.867151073132142,1.47880337355778,2.77359226354915,0.990807894861643,2.21543219554927,2.59347357073696,3.35507721763994,2.68444247498666,2.79948922561929,3.85058071257757,3.15244730840954,3.28533118563263,1.23834274816209,2.05409420013722
TGFBR3,2.75881510914874,3.02656962360087,0.875003141627423,2.98387517596422,2.21543219554927,3.0089353083393,2.37755694803547,2.20754373973101,2.39465901808086,3.26766758549116,3.15244730840954,2.24786502574996,1.23834274816209,1.36536450103624
JMJD7,0.867151073132142,0.921121929377462,1.41577173093038,2.79156098401869,1.90039543102159,3.0089353083393,2.78139836589901,2.87441215271289,2.13973876531186,3.40461247780794,3.38818285510002,3.75481421385341,1.23834274816209,2.51834436472457
PLOD1,5.18723190695324,4.97186392020649,4.74708521230034,0,0.934366796607263,1.59177536882786,0,0,0,2.7557250512015,2.05542144898087,2.85791276130325,3.99566630003699,3.766734328091
SEC24C,3.33122231971088,3.75597948588324,3.46049946846037,1.57269329934315,1.49677083244156,2.00766221893124,0.879166244871832,1.89303659490406,1.82989696810661,0,4.0689504249173,4.20937849266566,2.96280221005881,1.36536450103624
HNRNPK,3.8262858305465,3.93521424962126,3.46049946846037,2.79156098401869,2.47385402523252,2.81610842924801,0,2.20754373973101,1.43478097641253,0,2.05542144898087,3.08739300188541,2.68640964602462,2.05409420013722
DDAH2,0,0,1.80819401344782,1.98618978584291,2.21543219554927,2.3300996844005,3.09656686713733,2.87441215271289,3.11525809989854,3.52967766840395,3.15244730840954,2.58489654140964,2.96280221005881,3.1508960348579
NAGA,2.10307100065347,1.88000441901047,2.11638083409208,1.98618978584291,1.49677083244156,1.59177536882786,2.12341726605266,1.49028314427186,1.82989696810661,2.5347920257034,3.15244730840954,2.85791276130325,3.99566630003699,3.58915210607507
FGFR4,0,0.921121929377462,0,2.98387517596422,2.6929426969253,3.17900169483812,3.35507721763994,3.1925863325403,3.11525809989854,3.40461247780794,2.87052274241237,2.85791276130325,1.23834274816209,2.86901391440014
NUTF2,1.40496558913105,1.88000441901047,2.37018113537312,1.98618978584291,2.47385402523252,1.59177536882786,2.12341726605266,2.87441215271289,2.61122754728392,2.94727461263241,3.38818285510002,2.24786502574996,2.68640964602462,2.05409420013722
PPP2CA,2.10307100065347,1.47880337355778,1.80819401344782,2.569609625994,2.21543219554927,2.3300996844005,1.42149211361405,2.68444247498666,2.79948922561929,2.27379829704961,1.36643426858247,3.4593596628752,2.68640964602462,3.38660193243663
HDHD2,2.10307100065347,1.88000441901047,2.11638083409208,2.79156098401869,2.6929426969253,3.17900169483812,1.42149211361405,2.68444247498666,2.39465901808086,0.970107555577958,3.76835394492991,3.28533118563263,1.89473910179792,1.36536450103624
COCH,5.81280216131732,5.72323260636695,5.80850854694232,0.990807894861643,0,1.59177536882786,0,0.929579341525162,0,0.970107555577958,2.51978738675437,2.85791276130325,1.89473910179792,3.38660193243663
AIMP1,1.40496558913105,1.88000441901047,2.58594139324158,1.57269329934315,1.90039543102159,2.00766221893124,2.37755694803547,2.20754373973101,2.96599568467055,2.7557250512015,2.87052274241237,3.08739300188541,2.34420950104055,2.51834436472457
CFB,1.40496558913105,1.47880337355778,0,0.990807894861643,0.934366796607263,1.00511266488158,1.81472927128529,0.929579341525162,0.888854750653448,2.5347920257034,3.59075491016882,2.85791276130325,6.58720225178251,7.37958182121838
NCSTN,2.10307100065347,0.921121929377462,1.80819401344782,2.569609625994,2.21543219554927,2.00766221893124,3.09656686713733,3.04225285179898,2.13973876531186,3.40461247780794,2.87052274241237,2.24786502574996,1.89473910179792,2.05409420013722
GMPR2,2.75881510914874,3.1766874906299,2.93962089333755,1.57269329934315,1.49677083244156,1.59177536882786,2.5935622517618,2.87441215271289,2.61122754728392,3.40461247780794,1.36643426858247,2.58489654140964,1.23834274816209,2.05409420013722
ETF1,3.33122231971088,3.65725525038434,4.00110120739748,0.990807894861643,0.934366796607263,1.00511266488158,1.42149211361405,1.49028314427186,2.13973876531186,2.7557250512015,2.05542144898087,2.58489654140964,2.96280221005881,2.86901391440014
CD44,2.35622457757371,2.19356649367957,1.80819401344782,3.44267489234056,3.20154998803994,2.81610842924801,2.12341726605266,1.49028314427186,2.13973876531186,2.27379829704961,2.05542144898087,1.80729838568951,1.89473910179792,2.51834436472457
MAN1B1,1.40496558913105,2.45099647857302,1.80819401344782,2.30719248234867,2.21543219554927,2.59347357073696,1.81472927128529,2.46560955367675,2.79948922561929,0.970107555577958,1.36643426858247,3.4593596628752,3.5697570737608,2.86901391440014
LAMP2,0.867151073132142,1.47880337355778,1.41577173093038,2.30719248234867,2.21543219554927,2.81610842924801,2.78139836589901,2.68444247498666,2.96599568467055,3.11634697017422,3.15244730840954,1.80729838568951,2.96280221005881,1.36536450103624
COPB2,4.31855680513265,4.16817335250845,4.14406608441303,0,0.934366796607263,1.00511266488158,1.42149211361405,0.929579341525162,1.82989696810661,2.7557250512015,2.87052274241237,3.08739300188541,1.89473910179792,2.51834436472457
FKBP1A,0.867151073132142,1.47880337355778,1.80819401344782,1.57269329934315,1.49677083244156,1.00511266488158,3.67246702586082,3.45311269080306,3.69196718812032,3.26766758549116,2.51978738675437,1.16988102890304,2.96280221005881,2.86901391440014
ADAM10,3.07322314924793,3.43688942971458,2.93962089333755,0.990807894861643,0,0,1.81472927128529,1.89303659490406,0.888854750653448,3.11634697017422,3.15244730840954,1.80729838568951,4.32407832263601,4.31592623478702
RAC1,2.57151760075562,2.45099647857302,2.93962089333755,2.569609625994,2.88310498825785,3.0089353083393,2.37755694803547,2.87441215271289,3.11525809989854,0,1.36643426858247,1.80729838568951,2.34420950104055,1.36536450103624
PRSS22,3.8262858305465,4.09462213849059,3.34683393700941,1.57269329934315,1.90039543102159,1.59177536882786,1.81472927128529,2.20754373973101,1.43478097641253,0.970107555577958,2.05542144898087,2.24786502574996,1.89473910179792,2.51834436472457
HSPBP1,2.57151760075562,3.31264672194125,3.56585998587379,2.79156098401869,1.90039543102159,2.3300996844005,1.42149211361405,2.20754373973101,1.82989696810661,0,2.05542144898087,3.61463715409214,2.34420950104055,1.36536450103624
GNPDA2,0,0.921121929377462,0,1.98618978584291,1.90039543102159,2.00766221893124,2.12341726605266,1.89303659490406,2.39465901808086,1.95492581589961,4.0689504249173,3.4593596628752,4.32407832263601,4.19696541262012
CDCP1,1.40496558913105,1.88000441901047,0.875003141627423,2.30719248234867,2.21543219554927,2.3300996844005,2.5935622517618,2.20754373973101,2.39465901808086,2.5347920257034,1.36643426858247,1.80729838568951,2.96280221005881,4.19696541262012
RPS12,3.07322314924793,3.02656962360087,3.08849929500469,2.569609625994,1.90039543102159,2.3300996844005,2.12341726605266,2.46560955367675,2.13973876531186,0.970107555577958,1.36643426858247,1.80729838568951,1.23834274816209,2.86901391440014
RPRD1B,2.35622457757371,2.85899769615491,2.58594139324158,1.57269329934315,1.49677083244156,1.59177536882786,2.78139836589901,2.46560955367675,2.61122754728392,1.95492581589961,2.05542144898087,2.85791276130325,1.23834274816209,2.51834436472457
S100A4,1.79583841036722,1.88000441901047,1.41577173093038,1.98618978584291,2.21543219554927,1.59177536882786,2.78139836589901,2.68444247498666,2.61122754728392,2.7557250512015,2.51978738675437,1.80729838568951,2.34420950104055,2.51834436472457
EPHA2,2.35622457757371,2.85899769615491,0.875003141627423,1.57269329934315,1.49677083244156,1.59177536882786,2.37755694803547,1.89303659490406,2.39465901808086,2.5347920257034,2.05542144898087,1.80729838568951,2.96280221005881,4.06730666883819
PRKAR2A,3.20798235977364,3.1766874906299,3.34683393700941,2.79156098401869,1.90039543102159,2.59347357073696,1.42149211361405,1.49028314427186,1.43478097641253,0.970107555577958,2.05542144898087,1.80729838568951,1.89473910179792,2.51834436472457
CAD,2.10307100065347,1.88000441901047,2.11638083409208,0,1.90039543102159,1.59177536882786,2.37755694803547,2.46560955367675,2.13973876531186,2.94727461263241,2.87052274241237,3.4593596628752,2.68640964602462,2.05409420013722
PPME1,2.10307100065347,2.45099647857302,2.93962089333755,2.569609625994,2.6929426969253,2.00766221893124,2.37755694803547,2.46560955367675,1.43478097641253,0,1.36643426858247,3.4593596628752,3.19466101030515,1.36536450103624
HLA.A,2.35622457757371,2.45099647857302,2.11638083409208,1.57269329934315,1.90039543102159,2.00766221893124,2.12341726605266,2.46560955367675,1.82989696810661,1.95492581589961,2.05542144898087,1.80729838568951,2.34420950104055,3.1508960348579
PPT1,3.8262858305465,3.84837850740358,3.46049946846037,1.57269329934315,1.49677083244156,1.59177536882786,0.879166244871832,0.929579341525162,1.43478097641253,0,2.51978738675437,3.4593596628752,3.5697570737608,1.36536450103624
