,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4,NCBSuper_S1,NCBSuper_S2,NCBSuper_S3,NCBEV_S1,NCBEV_S2,NCBEV_S2,NCBExomere_S1,NCBExomere_S2,NCBExomere_S3
SEPTIN9,3.800606572,3.833879792,3.642923751,4.023911454,4.188405325,3.935234957,3.605364131,3.367096615,3.141943704,3.844824317,3.722048161,3.503618698,3.117818628,3.367259864,3.328436075,1.61308057,0.963485218,2.378701702,3.168326031,4.182785547,3.283768429,3.988767131,0,0,0,0,3.611795418,3.937808665,3.913226003,3.717549031,2.053047961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERBP1,0,0,0,0,0,0,0,0,0,2.529675346,2.164986415,2.511206051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERINC1,0,0,0,0,0,0,0,0,0,0,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.931003366,1.333072201,3.385355532,2.069533795,2.795384697,0,0,0,0,0,0,0,0,1.294777441,2.182886454,2.270656823,0.739362081,0,0
SERINC2,1.58012073,1.533191662,0.864613417,0,0,0,0,0,0,1.540903575,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,2.383995806,2.474606879,2.053047961,0,1.989531496,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
SERINC3,1.994551864,0.961347078,0.864613417,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,1.373875901,1.931003366,2.823248847,4.526614972,4.335216011,4.234691467,3.617789703,4.125209993,0,0,0,0,0,0,1.965981088,2.182886454,2.270656823,0,0,0
SERINC5,4.080622667,3.926654829,2.919685889,1.540237874,0.968891745,0,0,0,0,1.950337883,0,1.526262086,0,0,0,0,0,0,1.098576504,0,1.806054709,1.889360771,0,0,0,0,3.789613418,4.329116984,4.269468584,4.265484343,3.76545739,4.335216011,3.986902457,4.557799622,0,0,0,0,0,0,0,4.204821313,4.930978172,5.039075395,1.87882341,2.34421514,0.772077092
SERPINA1,0,0,0,0,0,0,0,0,0.90279184,0,0,0.956200116,0.970922069,1.025359956,0,3.036793753,2.935479543,2.378701702,0,0,0,0,3.820496403,3.246517199,3.304702086,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB1,2.316116017,2.259576362,0.864613417,4.023911454,3.749037927,4.094642998,4.875627918,4.656890805,5.052162952,2.750456577,3.144111598,3.618510617,4.114498637,3.95387427,3.91363905,4.684174691,4.786618309,4.65271247,3.340770694,3.260114038,3.283768429,4.106705299,5.304113724,5.047714827,5.118898392,5.459431619,3.408938331,3.399164795,3.615041015,3.717549031,3.76545739,0,3.687544579,4.163037251,4.828721577,3.724066632,4.408026318,4.016906216,4.437123772,4.367023068,4.305365115,2.422279928,1.748636129,2.270656823,2.812485386,2.559102357,2.735914953
SERPINB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.396670707,0,0,0,0
SERPINB5,2.316116017,1.941625202,1.791837015,3.261216432,2.945112293,3.026589061,4.251363295,4.151572014,4.057818562,4.39592324,4.563770935,4.307709643,3.646291178,4.295606161,3.814069025,3.623485148,3.104356784,3.523776826,2.745703037,3.901441717,2.246490367,3.719314538,0,2.926737964,2.443780137,0,0,2.064647663,1.931003366,1.333072201,0,0,0,0,0,0,0,0,4.073923301,3.840338839,3.963493745,1.294777441,0,0,3.629990388,3.431197404,3.623355003
SERPINB6,0,0,0,0,0,1.47881758,2.977170172,3.079707418,3.141943704,2.268893588,2.827430592,2.511206051,2.757142261,3.044091598,2.005425354,4.127001517,4.177939306,3.873048029,0,2.403347751,1.168913826,2.338300494,3.989004793,4.09068599,4.008829657,4.392317423,1.380514028,0,0,0,0,0,2.795384697,1.933211842,2.69678497,0,2.598717113,0,2.151774346,2.5628543,2.16228771,0,0,0,0,0,0
SERPINB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.63401345,0,0,0,0,0,0,0
SERPIND1,0,0,0,0,0,0,1.839113208,0.9499485,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINE2,5.48474626,5.446941697,5.181763407,6.237038923,6.067299108,5.622182311,6.141663906,6.184853224,5.446730976,3.524028291,3.722048161,3.824024523,3.269158334,3.505214095,3.591590723,2.355604609,0.963485218,2.868099561,2.972434909,2.894418153,3.613037926,3.86032243,0.90705003,0,0.916958742,1.584962501,0,0,0,0,0,0,1.989531496,1.933211842,4.125209993,2.829306972,4.970157178,3.475828426,5.620948719,5.724992844,5.674061457,5.10551061,4.874053704,4.982008861,5.454307515,5.594039464,5.293416128
SERPINF1,0,0,0,1.949586033,1.543333959,0,3.126593151,3.230546315,1.453839514,0,0,1.526262086,0,0,0,2.843407086,1.944875303,1.632427638,0,0,0,0,3.150050254,2.735625828,2.443780137,3.459431619,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63401345,0,0,0,0,0,0,0
SERPINH1,1.994551864,2.259576362,2.351701379,2.528836668,2.945112293,3.176707196,3.126593151,3.712975173,3.719788928,4.459919147,3.90096226,4.086043188,3.646291178,3.631120459,3.466005187,1.021139762,1.944875303,1.632427638,3.340770694,4.001444414,3.283768429,3.387705307,0.90705003,1.937434512,1.473143559,0,4.090524219,3.601888181,3.771823672,3.875236924,2.053047961,2.886554086,0,1.933211842,0,0,0,0,3.100343189,3.338604144,3.22388253,2.768410014,2.182886454,1.185956953,2.94380414,2.911604374,3.350560448
SERPINI1,0,0,0,3.63813725,3.265441068,1.47881758,4.434508325,4.546171463,3.515531724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,2.724651641,2.859419746,0,0,0,0,0,0
SET,0.996370196,0.961347078,0.864613417,3.744673432,3.941110664,4.238176971,5.10905563,5.186205003,5.262894117,2.529675346,4.060116522,4.438575266,3.852128841,3.367259864,3.814069025,5.874138282,6.511775177,5.592687492,3.760834352,3.551606284,2.246490367,1.234105921,5.833225645,5.645513771,6.097988779,6.599912842,1.380514028,2.064647663,1.266997295,1.333072201,0,0,0,0,0,0,0,0,3.74388796,4.038042552,3.897720983,0,0,0,1.225814757,0.860421079,0
SETD3,0,0,0.864613417,0,1.543333959,1.880020556,2.810463839,3.079707418,2.825330619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.171928609,1.625618656,0,0,0,1.225814757,0.860421079,1.272293996
SEZ6L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61308057,1.53606782,1.03574445,1.714955817,1.05142317,1.806054709,0,0,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF1,0,0,0,0,0,0,0,1.51783371,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF3A1,0.996370196,0,0.864613417,2.528836668,2.532736393,2.193583806,2.810463839,2.720458447,2.636470024,0.96708259,0.903929473,0.956200116,0.970922069,0,0,1.61308057,0.963485218,1.632427638,0,0,0,0,1.459649025,1.529484238,1.473143559,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.870119476,2.859419746,0,0,0,2.120082319,2.091622856,2.573880245
SF3A2,1.994551864,1.533191662,2.098758683,2.528836668,2.271827737,2.451014583,2.405039482,2.500551849,2.636470024,0,0,0,0,0,1.589786044,1.021139762,1.944875303,2.053289965,0,1.05142317,0,0,0,0,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,2.171928609,1.9187651,0,0,0,2.120082319,1.395685978,1.643015738
SF3A3,2.578907744,2.931662233,3.326158875,3.398093484,3.527408274,3.43690954,3.703787505,3.491832663,3.980443085,0,0,0.956200116,1.956160331,2.362292771,2.590989414,2.355604609,2.523580768,2.868099561,1.714955817,2.669676924,0,0,0,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,2.979564372,2.870119476,2.991405198,0,0,0,2.326717095,3.431197404,2.881574594
SF3B1,4.992958941,4.968462577,5.65108331,5.063641734,4.846130027,5.090143659,2.810463839,1.51783371,1.851615862,4.107103517,4.133559819,4.003879849,2.275117866,2.037874702,2.005425354,0,0,0,1.714955817,1.653127323,2.583445471,2.338300494,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272170993,4.716298833,3.475828426,3.315236312,3.12329515,3.32743251,3.047356427,3.014573476,1.185956953,4.724575239,4.716036778,4.873275149
SF3B14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,1.124462919,0,1.225814757,1.395685978,1.643015738
SF3B2,0,0,1.791837015,3.109978656,2.945112293,3.43690954,1.442864021,1.51783371,0.90279184,1.950337883,1.455392216,1.526262086,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,1,0,0,1.266997295,0,0,0,0,0,0,0,0,0,1.249442867,1.264537373,1.625618656,0,0,0,1.588954437,2.34421514,1.643015738
SF3B3,5.03734616,4.878421948,5.245584117,5.518786163,5.745600468,5.927689515,4.743030372,4.901393789,5.262894117,4.690806462,4.270100252,4.163778281,4.801293323,4.571693667,4.650796994,2.620025286,2.263052434,2.868099561,2.745703037,3.08882233,3.753201815,3.563016736,3.285708808,3.383238525,3.168830955,2.807354922,0,0,0,0,0,0,0,0,0,4.272170993,6.264201628,4.016906216,5.255213296,5.227473116,4.981438081,3.815629022,3.014573476,2.88278249,5.497704163,5.544479698,5.576218599
SF3B4,0.996370196,1.533191662,1.791837015,3.398093484,2.945112293,3.176707196,2.621946525,3.079707418,3.277509632,2.268893588,1.853383544,1.933791208,0.970922069,0,1.003619168,0,0,0,0,0,0,0,1.858228386,2.2550935,1.873574051,1,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,2.171928609,2.16228771,0,0,0,0.739362081,1.395685978,0
SF3B5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,0,0,0,0,1.588954437,2.34421514,1.643015738
SF3B6,2.578907744,2.740444656,2.919685889,1.949586033,1.953082406,2.451014583,1.442864021,1.924256156,1.851615862,1.540903575,1.853383544,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFN,3.800606572,3.628251645,3.202968816,3.843880539,3.64247482,3.65727565,5.429806942,5.070952959,4.892364797,3.399011692,3.90096226,4.163778281,3.531197087,3.854102726,3.591590723,4.684174691,4.928392348,4.711721257,0,2.403347751,1.168913826,1.234105921,4.721427861,4.82573371,5.043200573,3.807354922,4.339375044,4.636617942,4.041997863,4.265484343,0,0,0,0,0,0,0,0,4.39050886,4.674899983,4.740073956,2.422279928,3.211234304,3.311212162,2.94380414,3.06006698,3.350560448
SFPQ,3.452825167,3.251589451,3.326158875,2.749592966,2.945112293,2.669391044,3.126593151,3.079707418,3.277509632,2.750456577,2.421096055,2.731434726,2.275117866,2.626984775,2.327714414,1.61308057,2.523580768,2.378701702,2.145448836,2.403347751,1.806054709,2.338300494,0,1.937434512,1.473143559,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667746299,3.909294591,3.75643277,2.422279928,2.182886454,1.827934899,2.94380414,3.06006698,2.881574594
SFRP2,0,0,0,0,0,0,0,0,0,1.540903575,1.455392216,0.956200116,2.757142261,2.626984775,2.590989414,2.620025286,2.263052434,2.378701702,0,2.076463354,2.583445471,2.9563868,1.858228386,2.2550935,1.873574051,2,0,0,0,0,0,0,0,0,0,0,2.598717113,2.600000002,0,0,0,0,0,0,0,0,0
SGSH,0,0,0,3.63813725,3.64247482,4.168194276,3.795922944,3.904682107,4.131254579,0.96708259,1.455392216,2.922454862,4.587498857,4.692160027,4.530477672,4.684174691,4.452880697,4.875515913,0,0,0,0,4.67275357,4.67405044,4.536256295,5.247927513,0,0,0,0,2.867824406,2.886554086,0,3.617789703,2.69678497,4.272170993,2.598717113,3.475828426,4.649970551,4.507082585,4.622838935,0,1.124462919,0,1.225814757,1.785217586,1.272293996
SGTA,0,0,0.864613417,0.966587184,0.968891745,1.47881758,1.839113208,2.500551849,2.636470024,0,0,0,0,0,0,1.021139762,1.53606782,1.03574445,0,0,0,0,1.459649025,2.2550935,1.873574051,1,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.171928609,1.625618656,0,0,0,1.87882341,0.860421079,1.937685898
SH3BGRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459649025,1.937434512,0.916958742,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BGRL2,0,0,0,0,0,0,0,0,0,0.96708259,0.903929473,0.956200116,0,0,0,1.021139762,0.963485218,1.03574445,0,0,0,0,1.858228386,2.2550935,1.873574051,2.321928095,1.380514028,0,1.931003366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BGRL3,0,0,0,0,0,0,0,1.51783371,0.90279184,0,0,0,0,0,0,1.021139762,1.53606782,1.03574445,0,0,0,0,2.833183695,2.5152748,2.661928568,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BP4,2.993641837,2.931662233,0,0,0,0,0,0,0,1.540903575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.795007925,5.653674256,5.729124655,5.493845692,2.867824406,0,0,0,0,0,0,0,0,0,0,3.281008069,4.030569839,4.331070175,0,0,0
SH3GL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,2.786809276,2.88278249,0,0,0
SHB,1.58012073,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,1.333072201,0,0,0,0,0,0,0,0,0,0,0,1.965981088,1.748636129,3.311212162,0,0,0
SHC1,3.578300868,3.628251645,2.754024153,0,0,0,0,0,0,0,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551550277,4.54121905,4.371030583,4.661645673,2.053047961,0,1.989531496,0,0,0,0,0,0,0,0,5.165164068,5.362011302,5.590370725,0,0,0
SHKBP1,0,0.961347078,0.864613417,0.966587184,1.953082406,1.880020556,0,0,0,0.96708259,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588954437,0.860421079,1.272293996
SHMT1,2.578907744,2.259576362,3.326158875,3.109978656,2.753608502,3.551296021,2.149649735,2.240990417,1.851615862,0,1.853383544,0,0.970922069,0,0,0,0,0,0,0,0,0,0.90705003,1.529484238,0,1,0,0,0,0,0,0,0,0,0,2.829306972,0,0,1.616472452,2.380592238,1.625618656,0,0,0,2.326717095,2.746092798,2.573880245
SHMT2,3.693731392,3.513288396,3.821059837,3.398093484,3.402362581,3.312666648,2.405039482,2.500551849,2.825330619,3.399011692,3.722048161,3.503618698,1.546060213,1.025359956,2.005425354,0,0,0,1.714955817,2.403347751,2.583445471,3.387705307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74388796,3.338604144,3.424045294,2.422279928,1.124462919,1.185956953,3.912476219,3.726125185,3.135041216
SHOC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,2.013916734,0,0,0,0,0,0,0,0,0,0,1.257310231,0,0,0,0,0,0
SHPK,0,0,0.864613417,0.966587184,0.968891745,0.921132385,0.894759661,1.924256156,1.453839514,1.540903575,1.455392216,0.956200116,0,1.025359956,1.003619168,0,0,0,0,1.05142317,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.63401345,1.9187651,0,0,0,0,0,0
SHTN1,0,0,0,0.966587184,0,0,0,0.9499485,0,0,0,0,0,0,0,1.61308057,1.53606782,2.053289965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAE,0,0,0,0,0,2.193583806,2.810463839,3.491832663,3.515531724,0,0.903929473,0.956200116,2.536168495,2.626984775,2.590989414,4.039386317,3.837964422,3.873048029,0,0,0,0,4.066410421,4.09068599,3.747798963,4.857980995,0,0,0,0,0,0,0,0,0,0,0,0,2.359658284,2.380592238,2.859419746,0,0,0,0,0,0
SIL1,0,0,0,0.966587184,0.968891745,0.921132385,2.977170172,3.230546315,2.992305255,0,0,0,0,0,0,1.021139762,0.963485218,1.632427638,0,0,0,0,1.459649025,2.735625828,2.186666421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIN3A,0.996370196,1.533191662,1.791837015,0.966587184,0.968891745,1.47881758,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395685978,1.272293996
SIRT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,2.268893588,2.164986415,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588954437,1.395685978,1.272293996
SKIV2L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.587361076,3.12329515,3.599790422,1.294777441,1.748636129,0,3.705964078,3.726125185,3.623355003
SKP1,0,0,0.864613417,0,1.543333959,1.47881758,0,0,1.851615862,0,1.455392216,0,0.970922069,0,0,0,0.963485218,0,0,0,0,0,1.459649025,1.529484238,2.186666421,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,1.264537373,1.625618656,0,1.124462919,0,2.120082319,1.395685978,1.937685898
SLC12A2,5.385222152,5.415271697,4.853444675,0,0.968891745,0,0,0,0,5.02286284,3.982732963,4.820975154,0,0,0,0,0,0,3.985375492,3.260114038,3.613037926,4.66348089,0,0,0,0,7.571571563,7.460107633,7.466180021,7.57684903,7.770415608,7.358194167,6.9403346,6.639037742,4.519429818,0,0,0,0,0,0,6.78141688,6.744407771,6.790019495,2.120082319,1.785217586,2.182257962
SLC12A7,1.58012073,2.259576362,0,0,0,0,0,0,0,1.950337883,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,5.360725261,5.037082573,5.432894157,5.040327289,4.711414598,4.335216011,4.234691467,3.241403097,2.69678497,0,0,0,0,0,0,2.422279928,3.211234304,2.608944111,0,0,0
SLC12A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.385355532,0,2.795384697,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC15A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.266997295,0,2.867824406,2.886554086,1.989531496,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A1,3.900107558,3.926654829,3.734739458,0,0,0,0,0,0,3.399011692,2.164986415,2.731434726,0,0,0,0,0,0,1.098576504,1.05142317,1.806054709,2.338300494,0,0,0,0,5.047548164,5.105377993,5.176523782,5.541687709,5.850417365,4.896155132,5.308304169,4.867424445,0,0,0,0,0,0,0,4.763467141,4.396670707,4.656937282,1.588954437,2.091622856,1.272293996
SLC16A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.529815193,2.728226634,1.333072201,2.053047961,0,1.989531496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748636129,0,0,0,0
SLC19A1,0.996370196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.064647663,2.383995806,2.013916734,2.867824406,2.069533795,2.795384697,2.7307681,0,0,0,0,0,0,0,3.047356427,2.182886454,2.270656823,0.739362081,0.860421079,0.772077092
SLC1A4,4.747888606,4.625163985,3.902505716,0,0,0,0,0,0,3.1108756,1.455392216,2.251195448,0,0,0,0,0,0,1.098576504,0,1.806054709,2.338300494,0,0,0,0,5.303293763,5.232973694,5.479122139,5.284834316,5.3905174,4.732273583,4.63044284,4.557799622,0,0,0,0,0,0,0,5.165164068,5.089400815,5.146852707,1.225814757,0.860421079,0.772077092
SLC1A5,5.350460965,5.09379041,4.371589565,2.528836668,2.271827737,1.880020556,0,0,0,4.743183871,3.722048161,4.374625784,1.546060213,1.618677671,1.589786044,0,0,0,4.267755043,3.413209566,4.20773121,4.411787418,0,0,0,0,6.626735289,6.568455977,6.552065023,6.572918986,6.952367237,6.859352935,6.493973995,6.32072392,6.175648524,0,4.408026318,2.600000002,0,0,0,5.85005595,6.06805607,6.178076876,2.668005625,2.559102357,2.182257962
SLC20A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,1.748636129,1.827934899,0,0,0
SLC25A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.047356427,0,0,0,0,0
SLC26A2,0,0,0,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064647663,1.266997295,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC26A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,1.748636129,1.185956953,0,0,0
SLC26A6,2.578907744,2.740444656,2.098758683,0,0,0,0,0,0,1.540903575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,2.88100595,3.238727139,2.013916734,0,0,1.989531496,0,0,0,0,0,0,0,0,2.422279928,2.516220617,2.88278249,0,0,0
SLC29A1,3.693731392,3.513288396,2.919685889,0.966587184,0.968891745,0.921132385,0,0,0,2.750456577,1.853383544,2.511206051,0.970922069,1.025359956,1.003619168,0,0,0,1.714955817,1.05142317,1.806054709,2.338300494,0,0,0,0,4.449359691,4.726097906,4.554934114,4.661645673,4.711414598,3.404975348,4.63044284,3.617789703,2.69678497,0,0,0,0,0,0,4.314267921,4.475322686,4.419692666,1.588954437,1.785217586,0
SLC29A2,1.58012073,1.533191662,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.931003366,1.333072201,2.053047961,0,0,0,0,0,0,0,0,0,0,2.422279928,2.516220617,2.270656823,0,0,0
SLC2A1,3.993186609,4.013822575,2.754024153,1.540237874,1.953082406,0,0,0,0,3.844824317,3.144111598,3.378779227,1.956160331,1.618677671,1.589786044,0,0,0,3.340770694,3.08882233,3.457776598,3.988767131,0,0,0,0,5.520457254,5.405418357,5.479122139,5.493845692,6.135370476,6.448451237,5.686734793,5.612463424,5.487628999,0,3.474430172,2.600000002,0,0,0,3.658455047,3.922430423,3.781509294,0.739362081,0,0.772077092
SLC2A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,0,2.867824406,2.069533795,2.795384697,2.7307681,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC30A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.399164795,3.439119207,3.103821595,2.867824406,0,2.795384697,2.7307681,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC31A1,1.58012073,1.941625202,1.401468483,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,1.373875901,2.383995806,2.013916734,0,0,0,1.933211842,0,0,0,0,0,0,0,3.482040271,3.014573476,3.485573737,0,0,0
SLC35B2,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.266997295,2.013916734,2.053047961,2.069533795,3.309356743,3.241403097,3.581002772,0,0,0,0,0,0,0,0,0,0,0,0
SLC35F6,0,0,0,0,0,0,0,0,0,0,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.266997295,1.333072201,2.867824406,2.069533795,2.795384697,2.7307681,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A1,2.578907744,1.533191662,2.098758683,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.064647663,1.931003366,2.474606879,2.867824406,2.886554086,3.309356743,3.241403097,2.69678497,0,0,0,0,0,0,2.422279928,3.014573476,3.485573737,0,0,0
SLC38A2,3.163465689,2.931662233,1.791837015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.931003366,1.333072201,3.385355532,0,3.309356743,3.241403097,2.69678497,0,0,0,0,0,0,3.482040271,3.538765735,3.485573737,0,0,0
SLC38A5,2.993641837,2.740444656,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,1.333072201,2.053047961,0,1.989531496,1.933211842,0,0,0,0,0,0,0,3.957349526,3.805523644,3.781509294,0,0.860421079,0
SLC38A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124462919,1.827934899,0,0,0
